interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
89,"[48.746587242491934, 26.993334979017526, 43.603748991372356, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1282.4739098051627, 2155.8174774682675, 2086.917422091666, 0, 0, 0]","[2746.5260901948373, 5946.1825225317325, 14024.082577908333, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1964, 2187, 7025, 0, 0, 0]","[(190.7958, 6.1382, 6.112533333333334), (77.20046666666669, 0.005533333333333332, 0.004066666666666666), (1426.0622, 0.0018000000000000002, 0.006400000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4104.2042, 1853.8618, 993.8874666666667), (17102.799533333335, 1799.9944666666668, 1524.9959333333334), (32933.9378, 1882.6982, 1333.7436), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.04739444444444445), (5, 0.0, 0.0015388888888888893), (8, 0.013816666666666666, 0.02388333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.062605555555555), (16100, 51.900000000000006, 6.188461111111111), (32204, 58.18618333333334, 11.616116666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
90,"[51.74981384959047, 45.82819057022957, 12.947675501210353, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[1080.801413398822, 1416.0236468211137, 2047.4687601779385, 0, 0, 0]","[2948.1985866011782, 6685.976353178887, 14063.531239822061, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2085, 3713, 2086, 0, 0, 0]","[(65.05420000000001, 0.08606666666666667, 0.08466666666666667), (209.14553333333336, 8.281933333333333, 0.15033333333333332), (964.6893333333335, 0.0, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.9458, 1859.9139333333333, 999.9153333333334), (16970.854466666668, 1791.7180666666666, 1524.8496666666667), (33395.310666666664, 1882.7, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0005222222222222222), (6, 8.906633333333335, 3.688622222222222), (2, 0.0, 0.00016666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109477777777776), (16099, 42.993366666666674, 2.5013777777777775), (32210, 58.2, 11.639833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
91,"[43.435095557210225, 34.43594174277956, 45.503072434982315, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[775.5213157741648, 2510.8605831991053, 7219.750570347611, 0, 0, 0]","[3253.4786842258354, 5591.139416800895, 8891.24942965239, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1750, 2790, 7331, 0, 0, 0]","[(152.74146666666667, 0.0026000000000000003, 0.003333333333333333), (694.1562, 0.086, 0.6090666666666665), (2037.7318666666667, 0.7944, 0.019333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4142.258533333334, 1859.9974, 999.9966666666667), (16485.8438, 1799.914, 1524.3909333333334), (32322.268133333335, 1881.9056, 1333.7306666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.0010777777777777778), (3, 0.012733333333333334, 0.0038444444444444446), (6, 0.0, 0.001361111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.10892222222222), (16102, 51.88726666666667, 6.186155555555555), (32206, 58.2, 11.638638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
92,"[40.009928021841645, 53.87558627499382, 45.503072434982315, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[689.6440867798124, 2802.3174634816924, 2047.4687601779385, 0, 0, 0]","[3339.3559132201876, 5299.682536518308, 14063.531239822061, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1612, 4365, 7331, 0, 0, 0]","[(218.103, 0.006533333333333334, 0.0002666666666666667), (1591.0382000000002, 0.11979999999999999, 1.4192666666666665), (2330.634066666667, 0.09639999999999999, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4076.897, 1859.9934666666666, 999.9997333333333), (15588.9618, 1799.8802, 1523.5807333333332), (32029.365933333334, 1882.6036000000001, 1333.7472666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0022666666666666664), (5, 0.0003, 0.00323888888888889), (6, 0.0, 0.0018944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107733333333332), (16100, 51.8997, 6.18676111111111), (32206, 58.2, 11.638105555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
93,"[33.43261355174981, 47.51913107874599, 24.244305133138848, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[594.761401313266, 1001.7714058927403, 3897.6959005217777, 0, 0, 0]","[3434.238598686734, 7100.22859410726, 12213.304099478222, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1347, 3850, 3906, 0, 0, 0]","[(127.22659999999999, 0.005533333333333333, 0.0028666666666666667), (1676.3222666666666, 0.013199999999999996, 0.1904), (1055.566, 0.7898666666666667, 0.0184), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4167.7734, 1859.9944666666668, 999.9971333333333), (15503.677733333334, 1799.9868, 1524.8096), (33304.434, 1881.9101333333333, 1333.7316), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0004166666666666667, 0.0018999999999999998), (7, 0.00035, 0.0058111111111111115), (3, 0.0, 0.00020555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09958333333333, 10.1081), (16098, 51.89965000000001, 6.1841888888888885), (32209, 58.2, 11.639794444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
94,"[37.676842889054356, 23.94470501110837, 58.10315933213332, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[690.5391205612855, 1010.1074178279766, 3303.8108655608085, 0, 0, 0]","[3338.4608794387145, 7091.892582172023, 12807.189134439192, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1518, 1940, 9361, 0, 0, 0]","[(41.1558, 0.004666666666666667, 0.0), (83.40453333333332, 0.0009333333333333333, 0.0008666666666666667), (2769.2875333333336, 0.18513333333333332, 0.3446666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4253.8442, 1859.9953333333333, 1000.0), (17096.595466666666, 1799.9990666666667, 1524.9991333333332), (31590.712466666668, 1882.5148666666666, 1333.4053333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011166666666666666), (6, 0.0, 0.0012666666666666668), (5, 0.0008333333333333333, 0.5122555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108883333333333), (16099, 51.900000000000006, 6.1887333333333325), (32207, 58.19916666666667, 11.127744444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
95,"[40.72970960536113, 24.57417921500864, 52.218980820557384, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[993.6358682161633, 832.4748286142847, 4573.887830018335, 0, 0, 0]","[3035.3641317838365, 7269.525171385715, 11537.112169981665, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1641, 1991, 8413, 0, 0, 0]","[(12.494399999999999, 0.0, 0.0), (45.437599999999996, 0.0, 0.0), (1723.5078, 0.0004666666666666667, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.5056, 1860.0, 1000.0), (17134.5624, 1800.0, 1525.0), (32636.4922, 1882.6995333333334, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.00010555555555555557), (6, 0.0, 0.0015222222222222221), (5, 0.10063333333333332, 0.04313333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109894444444445), (16099, 51.900000000000006, 6.188477777777777), (32207, 58.09936666666667, 11.596866666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
96,"[46.21494167287168, 25.635645519624784, 49.587238532679535, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1145.1126996976213, 1350.143628273891, 1061.4250322148832, 0, 0, 0]","[2883.8873003023787, 6751.8563717261095, 15049.574967785116, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1862, 2077, 7989, 0, 0, 0]","[(21.407333333333334, 0.0, 0.0), (62.21446666666667, 0.0, 6.666666666666668e-05), (1334.137, 6.666666666666668e-05, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4273.592666666666, 1860.0, 1000.0), (17117.785533333332, 1800.0, 1524.9999333333333), (33025.863, 1882.6999333333333, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00010000000000000002), (4, 0.003833333333333334, 0.0033555555555555548), (5, 0.0033, 0.0018555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.1099), (16101, 51.89616666666667, 6.186644444444444), (32207, 58.1967, 11.638144444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
97,"[40.48150905931993, 42.458652184645764, 15.722177394326858, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[946.0120814356467, 1225.132191172346, 2533.8807882880765, 0, 0, 0]","[3082.987918564353, 6876.867808827654, 13577.119211711924, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1631, 3440, 2533, 0, 0, 0]","[(52.821, 0.010933333333333335, 0.011666666666666664), (615.8618, 0.6861333333333334, 1.4692666666666667), (8.388, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4242.179, 1859.9890666666668, 999.9883333333333), (16564.1382, 1799.3138666666666, 1523.5307333333333), (34351.612, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00075), (5, 0.07975, 0.05000555555555555), (3, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10925), (16100, 51.82025000000001, 6.139994444444444), (32209, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
98,"[37.75130305286672, 32.01678597877067, 41.56787288188195, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1296.01106245642, 2442.5714607778727, 3844.5466757797876, 0, 0, 0]","[2732.98893754358, 5659.428539222127, 12266.453324220212, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1521, 2594, 6697, 0, 0, 0]","[(100.39959999999999, 0.0104, 0.0104), (770.3528, 0.7277333333333333, 1.2136666666666667), (340.96066666666667, 0.01893333333333333, 0.012333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4194.6004, 1859.9896, 999.9896), (16409.6472, 1799.2722666666666, 1523.7863333333332), (34019.039333333334, 1882.6810666666668, 1333.7376666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.00065, 0.0009333333333333333), (3, 0.0017166666666666665, 0.003238888888888889), (9, 0.0, 0.01605), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.09935, 10.109066666666665), (16102, 51.89828333333334, 6.18676111111111), (32203, 58.2, 11.623949999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
99,"[48.59766691486721, 32.01678597877067, 25.839488548196883, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[755.1235124594914, 2594.4316383772575, 0, 0, 0, 0]","[3273.8764875405086, 5507.5683616227425, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1958, 2594, 4163, 0, 0, 0]","[(206.04399999999998, 0.015266666666666666, 0.010799999999999999), (589.9978, 0.6991333333333332, 1.3258666666666665), (428.7792666666667, 0.012133333333333333, 0.006733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4088.956, 1859.9847333333332, 999.9892), (16590.0022, 1799.3008666666667, 1523.6741333333334), (33931.220733333335, 1882.6878666666667, 1333.7432666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 1.666666666666667e-05, 0.002505555555555555), (3, 0.00225, 0.06597222222222222), (6, 1.666666666666667e-05, 0.017866666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09998333333333, 10.107494444444443), (16102, 51.89775000000001, 6.124027777777777), (32206, 58.199983333333336, 11.622133333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
100,"[31.918590220898484, 54.455689953097995, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[687.6043146462289, 965.1748065231225, 0, 0, 0, 0]","[3341.395685353771, 7136.825193476878, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1286, 4412, 0, 0, 0, 0]","[(92.27433333333335, 0.0094, 0.0003333333333333334), (1062.9049333333332, 0.7249999999999999, 1.3997333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4202.725666666666, 1859.9906, 999.9996666666667), (16117.095066666667, 1799.275, 1523.6002666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.00065, 0.0023277777777777776), (7, 1.0436000000000003, 0.5165), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09935, 10.107672222222222), (16098, 50.85640000000001, 5.6735), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
101,"[31.968230330106728, 24.179215008639844, 34.01402768294954, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[782.3957834558457, 589.4940993031305, 4766.152900476052, 0, 0, 0]","[3246.604216544154, 7512.5059006968695, 11344.847099523948, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1288, 1959, 5480, 0, 0, 0]","[(70.51606666666666, 0.010933333333333333, 0.0016666666666666668), (214.60786666666667, 0.059533333333333334, 0.028333333333333335), (387.2734, 0.021266666666666663, 0.01), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4224.483933333333, 1859.9890666666668, 999.9983333333333), (16965.392133333335, 1799.9404666666667, 1524.9716666666666), (33972.7266, 1882.6787333333334, 1333.74), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0021777777777777776), (3, 0.0, 0.004977777777777778), (7, 0.0, 0.017433333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107822222222222), (16102, 51.900000000000006, 6.185022222222222), (32205, 58.2, 11.622566666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
